benchmark,warmup_iter,iter,name,command,duration,lines,env
linux_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},0.3126406669616699,720,
linux_no_literal,1,3,rg (ASCII),rg -n (?-u)\w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},0.3176448345184326,720,
linux_no_literal,1,3,ag (ASCII),ag -s \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},1.620185375213623,1134,
linux_no_literal,1,3,ag (ASCII),ag -s \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},1.6092135906219482,1134,
linux_no_literal,1,3,ag (ASCII),ag -s \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},1.6299021244049072,1134,
linux_no_literal,1,3,git grep,git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},18.218801975250244,721,LC_ALL=en_US.UTF-8
linux_no_literal,1,3,git grep,git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},18.553818225860596,721,LC_ALL=en_US.UTF-8
linux_no_literal,1,3,git grep,git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},18.420274257659912,721,LC_ALL=en_US.UTF-8
linux_no_literal,1,3,git grep (ASCII),git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},4.535669803619385,720,LC_ALL=C
linux_no_literal,1,3,git grep (ASCII),git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},4.443039178848267,720,LC_ALL=C
linux_no_literal,1,3,git grep (ASCII),git grep -E -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5},4.5189008712768555,720,LC_ALL=C
linux_no_literal,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,8.553267240524292,723,
linux_no_literal,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,8.747691631317139,723,
linux_no_literal,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,8.571622371673584,723,
linux_no_literal,1,3,ugrep (ASCII),ugrep -r --ignore-files --no-hidden -I -n -U \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,0.7091319561004639,722,
linux_no_literal,1,3,ugrep (ASCII),ugrep -r --ignore-files --no-hidden -I -n -U \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,0.7064254283905029,722,
linux_no_literal,1,3,ugrep (ASCII),ugrep -r --ignore-files --no-hidden -I -n -U \w{5}\s+\w{5}\s+\w{5}\s+\w{5}\s+\w{5} ./,0.6985249519348145,722,
linux_alternates,1,3,rg,rg -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.16266870498657227,140,
linux_alternates,1,3,rg,rg -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.16394996643066406,140,
linux_alternates,1,3,rg,rg -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.1618192195892334,140,
linux_alternates,1,3,ag,ag -s ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.7040619850158691,140,
linux_alternates,1,3,ag,ag -s ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.6497397422790527,140,
linux_alternates,1,3,ag,ag -s ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.6982619762420654,140,
linux_alternates,1,3,git grep,git grep -E -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.6392655372619629,140,LC_ALL=C
linux_alternates,1,3,git grep,git grep -E -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.6675727367401123,140,LC_ALL=C
linux_alternates,1,3,git grep,git grep -E -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.6618309020996094,140,LC_ALL=C
linux_alternates,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.4595606327056885,140,
linux_alternates,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.4505350589752197,140,
linux_alternates,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.41654062271118164,140,
linux_alternates_casei,1,3,rg,rg -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.23617267608642578,241,
linux_alternates_casei,1,3,rg,rg -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.23826932907104492,241,
linux_alternates_casei,1,3,rg,rg -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.23607611656188965,241,
linux_alternates_casei,1,3,ag,ag -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,1.0528409481048584,241,
linux_alternates_casei,1,3,ag,ag -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,1.0348162651062012,241,
linux_alternates_casei,1,3,ag,ag -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,0.962864875793457,241,
linux_alternates_casei,1,3,git grep,git grep -E -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,1.4025554656982422,241,LC_ALL=C
linux_alternates_casei,1,3,git grep,git grep -E -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,1.394456148147583,241,LC_ALL=C
linux_alternates_casei,1,3,git grep,git grep -E -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT,1.422410249710083,241,LC_ALL=C
linux_alternates_casei,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.4504661560058594,241,
linux_alternates_casei,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.4509274959564209,241,
linux_alternates_casei,1,3,ugrep,ugrep -r --ignore-files --no-hidden -I -n -i ERR_SYS|PME_TURN_OFF|LINK_REQ_RST|CFG_BME_EVT ./,0.45736217498779297,241,
subtitles_en_literal,1,3,rg,rg Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,17.42140793800354,5115,
subtitles_en_literal,1,3,rg,rg Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,15.786866664886475,5115,
subtitles_en_literal,1,3,rg,rg Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,14.588768243789673,5115,
subtitles_en_literal,1,3,rg (no mmap),rg --no-mmap Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,6.980948448181152,5115,
subtitles_en_literal,1,3,rg (no mmap),rg --no-mmap Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,6.884750843048096,5115,
subtitles_en_literal,1,3,rg (no mmap),rg --no-mmap Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,7.09208607673645,5115,
subtitles_en_literal,1,3,grep,grep Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.102542638778687,5115,LC_ALL=C
subtitles_en_literal,1,3,grep,grep Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.115084886550903,5115,LC_ALL=C
subtitles_en_literal,1,3,grep,grep Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.058935642242432,5115,LC_ALL=C
subtitles_en_literal,1,3,rg (lines),rg -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.058066129684448,5115,
subtitles_en_literal,1,3,rg (lines),rg -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,13.736332893371582,5115,
subtitles_en_literal,1,3,rg (lines),rg -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,16.915553092956543,5115,
subtitles_en_literal,1,3,ag (lines),ag -s Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,39.97553062438965,5115,
subtitles_en_literal,1,3,ag (lines),ag -s Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,42.175275564193726,5115,
subtitles_en_literal,1,3,ag (lines),ag -s Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,42.17002820968628,5115,
subtitles_en_literal,1,3,grep (lines),grep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,12.954908609390259,5115,LC_ALL=C
subtitles_en_literal,1,3,grep (lines),grep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,12.918932437896729,5115,LC_ALL=C
subtitles_en_literal,1,3,grep (lines),grep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,12.894439220428467,5115,LC_ALL=C
subtitles_en_literal,1,3,ugrep (lines),ugrep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.118571758270264,5115,
subtitles_en_literal,1,3,ugrep (lines),ugrep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.100003957748413,5115,
subtitles_en_literal,1,3,ugrep (lines),ugrep -n Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,9.118363618850708,5115,
subtitles_en_literal_casei,1,3,rg,rg -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,17.103635787963867,5291,
subtitles_en_literal_casei,1,3,rg,rg -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,13.927295684814453,5291,
subtitles_en_literal_casei,1,3,rg,rg -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,14.518014907836914,5291,
subtitles_en_literal_casei,1,3,grep,grep -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,19.64836621284485,5291,LC_ALL=en_US.UTF-8
subtitles_en_literal_casei,1,3,grep,grep -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,20.231295347213745,5291,LC_ALL=en_US.UTF-8
subtitles_en_literal_casei,1,3,grep,grep -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,19.72307848930359,5291,LC_ALL=en_US.UTF-8
subtitles_en_literal_casei,1,3,grep (ASCII),grep -E -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.546364545822144,5291,LC_ALL=C
subtitles_en_literal_casei,1,3,grep (ASCII),grep -E -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.758908987045288,5291,LC_ALL=C
subtitles_en_literal_casei,1,3,grep (ASCII),grep -E -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.668911218643188,5291,LC_ALL=C
subtitles_en_literal_casei,1,3,rg (lines),rg -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,12.059585809707642,5291,
subtitles_en_literal_casei,1,3,rg (lines),rg -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,13.953376293182373,5291,
subtitles_en_literal_casei,1,3,rg (lines),rg -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,17.79124903678894,5291,
subtitles_en_literal_casei,1,3,ag (lines) (ASCII),ag -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,35.19499588012695,5291,
subtitles_en_literal_casei,1,3,ag (lines) (ASCII),ag -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,34.61422681808472,5291,
subtitles_en_literal_casei,1,3,ag (lines) (ASCII),ag -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,38.32938838005066,5291,
subtitles_en_literal_casei,1,3,ugrep (lines),ugrep -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.885714292526245,5291,
subtitles_en_literal_casei,1,3,ugrep (lines),ugrep -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.996863603591919,5291,
subtitles_en_literal_casei,1,3,ugrep (lines),ugrep -n -i Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.980618715286255,5291,
subtitles_en_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Sherlock Holmes(?-u:\b) rg-benchsuite-data/subtitles/en.sample.txt,13.395426034927368,5099,
subtitles_en_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Sherlock Holmes(?-u:\b) rg-benchsuite-data/subtitles/en.sample.txt,12.610118865966797,5099,
subtitles_en_literal_word,1,3,rg (ASCII),rg -n (?-u:\b)Sherlock Holmes(?-u:\b) rg-benchsuite-data/subtitles/en.sample.txt,14.004877090454102,5099,
subtitles_en_literal_word,1,3,ag (ASCII),ag -sw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,26.24024724960327,5099,
subtitles_en_literal_word,1,3,ag (ASCII),ag -sw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,27.990856885910034,5099,
subtitles_en_literal_word,1,3,ag (ASCII),ag -sw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,30.255769729614258,5099,
subtitles_en_literal_word,1,3,grep (ASCII),grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.03548264503479,5099,LC_ALL=C
subtitles_en_literal_word,1,3,grep (ASCII),grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.068789005279541,5099,LC_ALL=C
subtitles_en_literal_word,1,3,grep (ASCII),grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,11.068443059921265,5099,LC_ALL=C
subtitles_en_literal_word,1,3,ugrep (ASCII),ugrep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,6.849897861480713,5099,
subtitles_en_literal_word,1,3,ugrep (ASCII),ugrep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,6.996034622192383,5099,
subtitles_en_literal_word,1,3,ugrep (ASCII),ugrep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,7.156284809112549,5099,
subtitles_en_literal_word,1,3,rg,rg -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,16.57047390937805,5099,
subtitles_en_literal_word,1,3,rg,rg -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,14.699037790298462,5099,
subtitles_en_literal_word,1,3,rg,rg -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,16.932579040527344,5099,
subtitles_en_literal_word,1,3,grep,grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,10.68837571144104,5099,LC_ALL=en_US.UTF-8
subtitles_en_literal_word,1,3,grep,grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,10.696191549301147,5099,LC_ALL=en_US.UTF-8
subtitles_en_literal_word,1,3,grep,grep -nw Sherlock Holmes rg-benchsuite-data/subtitles/en.sample.txt,10.684919357299805,5099,LC_ALL=en_US.UTF-8
subtitles_en_alternate,1,3,rg (lines),rg -n Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,11.494510412216187,6739,
subtitles_en_alternate,1,3,rg (lines),rg -n Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,12.102046728134155,6739,
subtitles_en_alternate,1,3,rg (lines),rg -n Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,15.058300495147705,6739,
subtitles_en_alternate,1,3,ag (lines),ag -s Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,0.0039386749267578125,,
subtitles_en_alternate,1,3,ag (lines),ag -s Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,0.0035538673400878906,,
subtitles_en_alternate,1,3,ag (lines),ag -s Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,0.0035524368286132812,,
subtitles_en_alternate,1,3,grep (lines),grep -E -n Sherlock Holmes|John Watson|Irene Adler|Inspector Lestrade|Professor Moriarty rg-benchsuite-data/subtitles/en.sample.txt,17.25315022468567,6739,LC_ALL=C
